Year of Birth,Child's First Name
2012,SHARON
2012,LUIS
2012,AWA
2013,Jaylin
2013,Lia
2013,Armani
2012,HANNAH
2014,Jason
2014,Rose
2012,WESLEY
2013,Jimena
2013,Jeremiah
2013,Jeremy
2014,Baruch
2012,BRAYAN
2012,WILLIAM
2014,Maisie
2012,SHIA
2014,Olivia
2013,Joel
2012,ANTHONY
2012,HEIDI
2013,Aurora
2014,Elizabeth
2013,John
2013,Jonathan
2014,Yahir
2014,Elaine
2014,Silas
2013,Nelson
2013,Eliyahu
2014,London
2014,Destiny
2012,JENNY
2012,MENDEL
2013,Jordan
2012,LILA
2014,Londyn
2012,MUHAMMAD
2013,Gerard
2013,Isabelle
2014,Ariel
2012,ZAYAN
2012,ERICK
2014,Vincent
2012,RYAN
2014,John
2012,LIBBY
2012,ABDOUL
2014,Rosa
2013,Joseph
2012,KINGSLEY
2013,Joseph
2013,Joshua
2013,Josiah
2014,Winston
2012,JONAH
2013,Julian
2013,Justice
2012,JADE
2013,Justin
2014,Aisha
2012,OLIVIA
2014,Isabel
2014,Celeste
2013,Kaden
2014,Lola
2014,Riley
2013,Amy
2014,Beckett
2013,Kai
2012,GEORGE
2014,Elian
2014,Yadiel
2013,Elisa
2013,Ian
2014,Evelyn
2013,Kaiden
2013,Kaleb
2012,NACHMAN
2012,ANDY
2013,Kamari
2012,EZEKIEL
2012,LANA
2012,KAYLIE
2013,Kameron
2013,Anaya
2013,Kareem
2012,LAZER
2013,Karter
2014,Charlotte
2013,Kayden
2012,MASON
2013,Sebastian
2013,Erick
2013,Michael
2013,Zaire
2013,Sloane
2013,Kenneth
2014,Andy
2013,Kevin
2014,Erik
2013,Martin
2014,Kayla
2014,Charlotte
2013,King
2013,Kyle
2013,Kyrie
2013,Leon
2013,Levi
2013,Chase
2014,Morgan
2012,ADRIAN
2013,Isabel
2013,Liam
2013,Cecilia
2014,Naomi
2013,Logan
2013,Lucas
2013,Jalen
2013,Frederick
2013,Joshua
2013,Luke
2012,ALI
2013,John
2013,Major
2014,Zoe
2013,Filip
2013,Malachi
2014,Amiyah
2014,Alondra
2013,Malcolm
2012,FAITH
2013,Theodore
2014,Jessie
2012,SAVANNAH
2013,Harper
2013,Chelsea
2013,Aliyah
2013,Malik
2012,THEO
2013,Mamadou
2012,MUSTAFA
2013,Marcus
2012,ALIYAH
2013,Victoria
2013,Judah
2013,Mason
2014,Heaven
2013,Matthew
2013,Mila
2012,FAITH
2012,CARTER
2014,Elina
2013,Evan
2014,Amir
2013,Shalom
2013,Julia
2014,Alfred
2012,PENELOPE
2013,Maxwell
2013,Mekhi
2014,Laura
2013,Adelaide
2013,Messiah
2013,Micah
2012,DAISY
2012,MOHAMED
2013,Michael
2013,Mohamed
2014,Ashley
2013,Mouhamed
2014,Celine
2013,Moussa
2014,Ismael
2014,Kiara
2014,Miles
2013,Evelyn
2012,ELIANA
2013,Muhammad
2013,Musa
2012,PEDRO
2014,Victoria
2013,Myles
2013,Nasir
2014,Miles
2012,JACKSON
2013,Adriel
2013,Nathan
2012,JAELYN
2012,AAYAN
2013,Nathaniel
2013,Joyce
2014,Tianna
2012,LORENZO
2013,Nazir
2013,Anderson
2013,Chris
2014,Nicole
2013,Nehemiah
2012,MUHAMMAD
2013,Nicholas
2012,AMANDA
2013,Joel
2012,LUCAS
2014,Sabrina
2013,Noah
2012,LONDYN
2013,Noel
2014,Skyler
2014,Winter
2014,Adrianna
2013,Nolan
2012,AHMED
2013,Abel
2013,Omar
2013,Kevin
2013,Oumar
2012,AUBREE
2012,CAMILLA
2012,OSCAR
2014,Shoshana
2013,Arthur
2013,Ousmane
2013,Owen
2013,Patrick
2014,Jaylen
2013,Paul
2013,Peyton
2012,AARON
2013,Amaya
2013,Preston
2013,Nathan
2012,MYLES
2013,Ada
2013,Prince
2013,Pearl
2013,Mirel
2013,Trinity
2013,Camilla
2013,Richard
2012,RAUL
2013,Riley
2012,SAMUEL
2014,Gianna
2013,Robert
2014,Amina
2013,Ryan
2013,Yocheved
2012,DAMIAN
2012,SYDNEY
2013,Stephen
2013,Hershel
2012,GOLDA
2012,GABRIELLA
2014,Chase
2013,Carmen
2013,Samir
2013,Aurora
2013,Samuel
2013,Sean
2013,Sebastian
2013,Jax
2012,BRITNEY
2013,Shane
2013,Shawn
2013,Sincere
2012,ALEKSANDER
2012,HARPER
2014,Paul
2012,MALIYAH
2014,Chelsea
2013,Camilo
2012,NATALY
2013,Skyler
2012,AVA
2013,Stephen
2012,BRIELLE
2013,Isabel
2013,Esmeralda
2014,Edwin
2013,Eduardo
2014,Yehuda
2013,Taylor
2014,Phoebe
2013,Timothy
2012,JULIUS
2013,Tristan
2014,Eli
2013,Travis
2012,DARWIN
2013,Emily
2014,Liana
2013,Sawyer
2014,Summer
2014,Rohan
2013,Jaden
2013,Cayden
2014,Rory
2013,Tristan
2013,Tyler
2013,William
2013,Xavier
2013,Alex
2013,Zachariah
2012,LUCA
2013,Zachary
2013,Zaire
2014,Julian
2013,Zayden
2014,Randy
2012,ANDREA
2013,Zion
2013,Aaron
2014,Janice
2013,Samuel
2013,Abel
2014,Alexandria
2012,LILIANA
2012,FRANK
2014,Bryce
2013,Greyson
2013,Bradley
2012,JAZZLYN
2013,Abraham
2013,Adam
2013,Adan
2012,KENNEDY
2014,Kendra
2013,Aden
2012,AVERY
2012,JIMMY
2013,Farhan
2013,Marcus
2012,TROY
2012,AALIYAH
2012,DEVORA
2014,Piper
2013,Sophie
2013,Adonis
2013,Adrian
2014,Chris
2012,ISAIAH
2013,Adriel
2013,Aidan
2013,Aiden
2014,Trinity
2013,Kayla
2013,Alan
2013,Albert
2013,Abril
2013,Alberto
2013,Kelly
2014,Michelle
2012,EVE
2014,Gitty
2013,Oscar
2013,Alec
2013,Alejandro
2014,Alan
2013,Alex
2013,Alexander
2012,JASMINE
2013,Alexis
2013,Alfredo
2013,Allan
2014,Nosson
2012,FATIMA
2014,Maddox
2013,Gregory
2013,Alonso
2014,Samuel
2013,Amir
2013,Anderson
2014,Ezra
2012,ZISSY
2012,SEAN
2012,SANIYAH
2014,Arthur
2013,Andre
2014,Shraga
2013,Mariam
2014,Jeffrey
2014,Valeria
2014,James
2012,SEBASTIAN
2013,Andres
2013,Andrew
2013,Andy
2014,Lyla
2012,TAYLOR
2013,Angel
2012,NEVAEH
2013,Angelo
2013,Anthony
2013,Antonio
2013,Yousef
2013,Julian
2013,Arian
2013,Ariel
2012,SARAH
2013,Armani
2013,Ashton
2013,Thiago
2013,Austin
2013,Avery
2012,NINA
2013,Axel
2012,KAYLA
2013,Angelina
2014,Angela
2014,Rafael
2013,Eric
2012,KAI
2013,Ayden
2013,Benjamin
2013,Blake
2014,Charles
2013,Samantha
2013,Bradley
2013,Paige
2014,Hinda
2012,ELVIS
2013,Brandon
2013,Eli
2013,Madeleine
2013,Brayan
2012,VIVIAN
2013,Michelle
2014,Shalom
2013,Brayden
2013,Brian
2013,Bruce
2012,RILEY
2013,Maya
2013,Bryan
2014,Allison
2013,Bryant
2014,Zaire
2014,Quincy
2013,Josiah
2013,Byron
2014,Lauren
2014,Riley
2012,MAXIMILIANO
2012,ELIAN
2013,Caleb
2013,Cameron
2012,ISABELLE
2013,Camilo
2013,Carlos
2013,Carmelo
2014,Kingston
2013,Vincent
2014,Leo
2012,ARIANNA
2013,Carter
2012,BENTZION
2012,ARMANI
2014,Rodrigo
2013,Cayden
2014,Nathalie
2013,Cesar
2014,Sadie
2012,ALPHA
2013,Charlie
2013,Eden
2013,Chase
2013,Yaakov
2013,Chris
2013,Rochel
2012,YAAKOV
2013,Ariana
2012,CRYSTAL
2013,Litzy
2014,Elias
2012,MARY
2014,Kayleen
2014,Marco
2013,Derek
2012,MARINA
2012,AVA
2014,Autumn
2013,Christian
2013,Grace
2012,PEYTON
2013,Zahra
2013,Kai
2013,Christopher
2013,Cristian
2012,SARA
2012,HUDSON
2012,AUSTIN
2014,Miguel
2012,KIMORA
2013,Cristopher
2012,ARCHER
2012,MEKHI
2014,Shlomo
2013,Yisroel
2013,Damian
2013,Damien
2013,Daniel
2013,Danny
2014,Muhammad
2012,BENJAMIN
2013,Dante
2012,PEYTON
2013,Sarah
2014,Bruchy
2012,JAYLEN
2012,ISRAEL
2014,Kelly
2013,Kaitlyn
2013,Dariel
2013,Darwin
2013,David
2012,ZION
2013,Dean
2013,Jordan
2013,Adam
2013,Kai
2013,Denzel
2013,Dereck
2013,Elena
2014,Marjorie
2013,Hunter
2013,Derek
2012,HANNAH
2013,Devin
2013,Diego
2014,Aileen
2013,Dilan
2012,JULIA
2012,ARIELLE
2013,Vivian
2013,Emilia
2012,ISAAC
2013,Dominic
2013,Dominick
2012,ESTHER
2012,ATHENA
2014,Erica
2013,Dylan
2013,Johnny
2013,Xavier
2013,Edgar
2013,Edison
2012,ARIANNA
2013,Samantha
2012,SANAA
2014,Sara
2012,LEONEL
2014,Arielle
2012,ISAIAH
2012,MATTEO
2013,Aryan
2012,CHARLOTTE
2013,Eduardo
2014,Magaly
2012,AMIR
2012,EVELYN
2013,Peyton
2013,Edward
2013,Dean
2012,VICTORIA
2013,Edwin
2012,LIPA
2013,Sophie
2013,Faith
2014,Victor
2013,Eli
2013,Maxwell
2013,Eliam
2014,Peyton
2013,Sasha
2013,Zara
2014,Princeton
2013,Amanda
2012,ARISHA
2013,Amber
2013,Raizel
2012,ANGELINA
2014,Rocco
2014,Yousef
2013,Sylvia
2013,Elian
2013,Elias
2013,Rivky
2013,Elijah
2012,DAYANA
2014,Savannah
2013,Emanuel
2013,Emilio
2014,Julio
2014,Nevaeh
2012,CALEB
2013,Jeremias
2013,Juliet
2014,Malaysia
2012,NEYMAR
2013,Madisyn
2013,Aissata
2012,KAYLEE
2013,Jaxon
2013,Emmanuel
2013,Eric
2013,Erick
2013,Ethan
2013,Evan
2014,Vincenzo
2013,Miracle
2012,ABDOULAYE
2014,Kaylee
2013,Ezekiel
2014,Michael
2013,Bowen
2012,JOSEPH
2012,JULIE
2013,Ezequiel
2012,MALAK
2012,ALANA
2013,Giancarlo
2012,HAZEL
2013,Ezra
2013,Fabian
2013,Aubrey
2012,ROSE
2013,Marcus
2012,AIDEN
2013,Felipe
2014,Morgan
2013,Felix
2013,Eva
2012,ELIAS
2014,Emiliano
2013,Fernando
2013,Francisco
2013,Frank
2013,Moshe
2013,Alina
2012,SHLOIMY
2014,Aubree
2014,Ruchel
2013,Jaxon
2013,Gabriel
2013,Gael
2013,Gavin
2014,Ayla
2013,George
2013,Gerard
2014,Reuben
2013,Everett
2013,Giovani
2013,Giovanni
2013,Giovanny
2013,Grayson
2014,Yoel
2013,Gregory
2013,Shaindy
2013,Gustavo
2014,Gordon
2013,Hanley
2013,Hector
2014,Liliana
2013,Henry
2012,KAMARI
2014,Yitzchak
2013,Hunter
2012,NATALIA
2012,OMAR
2013,Ian
2013,Iker
2014,Mohamed
2013,Wendy
2014,Keila
2012,VINCENT
2013,Isaac
2013,Isaiah
2013,Isaias
2014,Brucha
2013,Jaylin
2014,Kayden
2013,Felix
2013,Ismael
2013,Israel
2012,SARAH
2013,Ivan
2013,Jasmina
2013,Jace
2013,Jack
2013,Jackson
2012,ADONIS
2013,Oscar
2012,GIULIANA
2012,BRYAN
2012,QUINN
2013,Jacob
2013,Miranda
2013,Jaden
2014,Lea
2013,Melody
2013,Jadiel
2013,Jael
2012,TRINITY
2014,Fernando
2013,Jahir
2014,Alston
2012,GRIFFIN
2013,Jaiden
2014,Lyric
2013,Jair
2012,MATIAS
2014,Ada
2013,Ricky
2013,Jake
2013,James
2013,Jefferson
2013,Januel
2013,Jared
2014,Marcelo
2014,Landon
2012,CONNOR
2012,LEVI
2013,Morgan
2013,Jariel
2013,Jason
2013,Antonio
2013,Javier
2013,Lola
2013,Jaxon
2014,Brooke
2013,Jay
2013,Jayce
2013,Jaycob
2013,Ashley
2013,Emaan
2014,Asher
2012,QUINN
2014,Cameron
2012,CHRISTINA
2012,SARA
2013,Jayden
2013,Jayson
2012,ARYAN
2012,LAUREN
2014,Caroline
2013,Jean
2012,JEREMIAH
2012,HAFSA
2013,Jefferson
2013,Jessica
2013,Gavin
2014,Rafael
2014,Kaden
2013,Aryeh
2012,JAYCE
2013,Cecilia
2013,Jeffrey
2013,Jeremiah
2014,Alberto
2013,Mayson
2013,Jeremias
2014,Shane
2012,HUNTER
2013,Zara
2012,KATELYN
2013,Jeremy
2012,KATE
2013,Youssef
2013,Jeremy
2012,VALERIE
2012,AYANNA
2013,Aisha
2013,Nathaniel
2013,Christopher
2013,Khloe
2013,Jesus
2013,Abraham
2012,LILLIAN
2013,Leona
2014,Elle
2013,Jimmy
2012,CRYSTAL
2012,LILY
2012,JULIET
2013,Caitlin
2014,Amelia
2013,Joaquin
2013,Joel
2014,Rena
2013,Johan
2012,AYAN
2013,John
2013,Johnny
2013,Jonas
2013,Jonathan
2013,Junior
2013,Jordan
2013,Jorge
2012,ETHAN
2012,KEVIN
2012,ALANA
2013,Stephanie
2013,Jose
2012,KAREN
2013,Miguel
2014,Robert
2013,Layla
2013,Joseph
2013,Lukas
2013,Joshua
2014,Nathan
2012,NATHALIE
2012,HINDA
2014,Leon
2013,Josiah
2014,Steven
2014,Mariam
2013,Josue
2012,ALANI
2012,DYLAN
2013,Kaitlyn
2014,Isabel
2014,Trinity
2013,Juan
2012,SIMCHA
2013,Julian
2013,Julien
2013,Zuri
2012,WINNIE
2014,Tzvi
2013,Jeffrey
2013,Julio
2013,Anabella
2012,NICOLE
2013,Julius
2012,ELI
2012,CHRISTOPHER
2013,Junior
2013,Justice
2013,Justin
2012,CYRUS
2013,Kaiden
2013,Annabelle
2013,Tzvi
2014,Anayah
2012,MAXWELL
2012,ALYSSA
2014,Lincoln
2012,STEPHEN
2012,TENZIN
2014,Jayla
2013,Emani
2014,Angelique
2012,SEBASTIAN
2013,Kayden
2013,Corey
2012,KYLE
2013,Tristan
2013,Kelvin
2013,Kendrick
2012,DESTINY
2013,Kenneth
2013,Connor
2013,Cooper
2013,Kenny
2013,Kevin
2012,ARIANA
2013,Katie
2012,BRANDON
2013,King
2013,Kyle
2014,Bryce
2013,Shneur
2014,Jerry
2013,Landon
2012,SAMIYAH
2012,GABRIELLE
2012,EMILIA
2013,Leandro
2013,Josue
2012,AURORA
2013,Lenny
2012,KAILEY
2012,PHOEBE
2012,JUDE
2014,Marcos
2013,Nathan
2013,Leo
2014,Brandon
2013,Leonardo
2012,JAYSON
2013,Sebastian
2014,Eleni
2013,Leonel
2012,AVA
2014,Alina
2013,Crystal
2012,KHLOE
2013,Levi
2014,Tess
2013,Liam
2012,SELMA
2013,Lian
2013,Logan
2013,Lorenzo
2013,Louis
2014,Isaiah
2014,Madison
2012,LUZ
2012,DANA
2014,Jay
2012,JUAN
2013,Luca
2013,Malia
2014,Lillian
2013,Lucas
2013,Luis
2013,Pessy
2013,Luke
2013,Maison
2014,Theo
2012,CATALINA
2013,Avery
2013,Manuel
2012,BELLA
2013,Marco
2013,Brooke
2013,Lena
2013,Marcos
2013,Frank
2014,Trany
2013,Marcus
2012,BRIANNA
2013,Caleb
2013,Samuel
2012,YOSSI
2013,Mario
2013,Mark
2013,Marlon
2013,Owen
2013,Martin
2012,ANTHONY
2012,HUNTER
2013,Tina
2012,ADAN
2013,Marvin
2013,Fatima
2013,Mason
2013,Mateo
2013,Mathew
2013,Mathias
2013,Matias
2013,Matteo
2013,Xavier
2013,Matthew
2013,Mauricio
2013,Phoenix
2013,Max
2013,Maximilian
2012,JEREMY
2012,EZRIEL
2014,Angie
2013,Luna
2013,Maximiliano
2012,YEHUDA
2012,HADASSAH
2013,Aimee
2014,Grayson
2012,JENNIFER
2013,Yechiel
2013,Maximo
2014,Vicky
2012,MAKENZIE
2013,Maximus
2014,Catherine
2012,GAVIN
2014,Joyce
2012,BLIMA
2012,AMALIA
2014,Aidan
2014,Allan
2014,Brianna
2012,NOAH
2013,Angel
2012,OMAR
2013,Alisson
2013,Moishe
2014,Jean
2013,Camila
2013,Scarlett
2012,MELANIE
2013,Maxwell
2014,Omar
2013,Mayson
2013,Melvin
2012,AIDEN
2014,Julia
2014,Danielle
2012,ELIAS
2013,Michael
2013,Anastasia
2013,Miguel
2014,Scarlett
2013,Adrianna
2012,IAN
2013,Mike
2013,Milan
2013,Moises
2012,LEON
2013,Alfredo
2013,Nathan
2013,Riley
2013,Nathaniel
2013,Nelson
2014,Baila
2013,Taylor
2013,Neymar
2012,ANTHONY
2013,Giuliana
2014,Kareem
2013,Maximus
2014,Natalie
2013,Jordyn
2012,BENZION
2013,Nicholas
2014,Nicolas
2013,Nicolas
2014,Brooklyn
2012,BIANCA
2013,Ilana
2013,Noah
2013,Noel
2012,KAYLIN
2013,Oliver
2013,Luz
2013,Muhammad
2013,Raina
2013,Omar
2013,Oscar
2012,PHOEBE
2013,Owen
2013,Pablo
2013,Patrick
2013,Ezra
2014,Hunter
2013,Paul
2013,Ricardo
2013,Gianna
2013,Pedro
2013,Peter
2013,Preston
2013,Isaac
2013,Prince
2013,Rafael
2014,Yaseen
2014,Edward
2012,COOPER
2012,ARIEL
2013,Zion
2013,Randy
2013,Raul
2013,Raymond
2014,Joel
2014,Adelina
2013,Ricardo
2012,CHLOE
2014,Grace
2014,Eason
2012,SYLVIE
2013,Cameron
2013,Richard
2013,Riley
2013,Robert
2014,Juliana
2012,ALI
2013,Roberto
2013,Fiona
2012,CAITLIN
2013,Rodrigo
2013,Ayden
2014,Alissa
2012,KRISH
2013,Martin
2013,Noah
2012,ZAIN
2014,Camilla
2013,Romeo
2012,AHMAD
2012,ALEXIA
2013,Maya
2013,Ryan
2014,Albert
2013,Zoey
2012,FAITH
2013,Samuel
2013,Santiago
2012,AVRUM
2013,Javier
2014,Carmen
2013,Sean
2013,Roiza
2012,JAYLENE
2014,Mathias
2014,Jacqueline
2012,YAHIR
2013,Sebastian
2013,Sergio
2013,Steven
2012,DAPHNE
2014,Jacob
2013,Erika
2013,Danna
2013,Thiago
2013,Thomas
2012,CHAVY
2013,Ayaan
2012,XAVIER
2013,Timothy
2013,Tomas
2014,Lina
2013,Tristan
2014,Myles
2013,Austin
2013,Tyler
2012,JONATHAN
2013,Uriel
2013,Valentino
2014,Frederick
2013,Sofia
2013,Yusuf
2012,DANIELA
2013,Victor
2013,Vincent
2013,Wesley
2013,Makayla
2013,William
2013,Wilson
2013,George
2014,Ryan
2013,Jade
2013,Xander
2014,Amara
2013,Shmiel
2012,MELODY
2013,Xavier
2013,Yadiel
2013,Mauricio
2012,ROWAN
2013,Yahir
2013,Yariel
2013,Zachary
2014,Elsa
2013,Zion
2013,Aaron
2013,Noel
2014,Ronan
2013,Cole
2014,Aidan
2014,Jake
2014,Jaxson
2013,Abdullah
2013,Abraham
2013,Adam
2013,Adrian
2012,KEVIN
2014,Thea
2013,Sima
2012,MAYA
2013,Aharon
2013,Ahmad
2013,Maxim
2012,MALACHI
2013,Ahmed
2012,DAVID
2013,Leonard
2012,PATRICK
2013,Aubrey
2013,Aidan
2013,Aiden
2013,Leo
2012,CAMILO
2013,Thomas
2014,Etty
2013,Alyssa
2013,Abigail
2014,Henry
2013,Akiva
2013,Alan
2013,Sydney
2014,Talia
2013,Alec
2013,Alex
2013,Alexander
2012,NYLAH
2013,Ali
2013,Kennedy
2013,Amir
2012,EVELYN
2013,Samuel
2013,Adonis
2013,Kimberly
2014,Sanai
2013,Harry
2012,SOFIA
2014,Prince
2013,Andrew
2013,Kayden
2013,Angelo
2013,Johnny
2013,Anthony
2013,Bella
2014,Jeremiah
2013,Anton
2012,DAMIAN
2012,YISROEL
2013,Antonio
2014,August
2014,Jonathan
2013,Gabriella
2013,Archer
2013,Luna
2013,Ari
2013,Ariel
2013,Aron
2013,Arthur
2013,Manha
2013,Arye
2012,PRESTON
2012,AVERY
2013,Mark
2014,Destiny
2013,Aryeh
2013,Asher
2014,Avery
2013,August
2013,Austin
2013,Avery
2013,Avi
2013,Avraham
2012,GENEVIEVE
2013,Avrohom
2013,Avrum
2012,ZOEY
2013,Axel
2013,Baruch
2013,Maia
2013,Beckett
2013,Ben
2012,ALEXANDRIA
2013,Benjamin
2013,Bennett
2014,Joanna
2013,Preston
2014,Lia
2013,Benzion
2012,JEREMY
2013,Mason
2012,DENZEL
2013,Luca
2013,Binyomin
2014,Amir
2013,Blake
2013,Boruch
2013,Ian
2012,TIANA
2013,Mushka
2013,Bradley
2014,Lazer
2013,Brady
2012,KING
2013,Brandon
2014,Eliana
2014,Tiana
2013,Brayden
2013,Brendan
2012,CHASE
2014,Alex
2013,Sophie
2013,Brian
2012,DAVID
2014,Anna
2012,DIANA
2013,Abigail
2012,POLINA
2013,Malachi
2013,Brody
2012,NATALIE
2013,Avery
2013,Bryce
2014,Cristian
2013,Caleb
2013,Cameron
2013,Jonathan
2013,Carter
2013,Chaim
2013,Charles
2013,Charlie
2013,Jeremy
2013,Chase
2014,Naomi
2013,Siena
2013,Cheskel
2013,Leah
2013,Chesky
2014,Hadley
2014,Jane
2013,Christian
2013,Christopher
2013,Maria
2013,Cole
2013,Colin
2012,VIRGINIA
2013,Colton
2013,Connor
2013,Logan
2012,DIYA
2013,Conor
2013,Cooper
2014,Francesco
2013,Damian
2012,SOFIA
2012,YOEL
2014,Winston
2014,Iker
2012,LIA
2014,Leonardo
2013,Daniel
2013,Dante
2013,Amir
2013,Roy
2014,Danny
2013,David
2012,ANDRE
2013,Fatima
2012,CHESKY
2012,ETHAN
2013,Dean
2012,JADIEL
2014,Leilani
2012,JUSTIN
2013,Declan
2014,Emmeline
2013,Vanessa
2014,Kamari
2012,AMELIE
2012,JOHNNY
2013,Dennis
2013,Desmond
2013,Devin
2013,Dominic
2013,Dominick
2012,DANTE
2013,Dov
2013,Sean
2012,KELLY
2013,Rowan
2012,MAHAMADOU
2013,Bruce
2014,Aviva
2013,Isabel
2013,Dovid
2013,Gordon
2013,Duvid
2014,Brooke
2014,Zain
2014,Felix
2013,Dylan
2013,Edward
2014,Joy
2013,Efraim
2013,Eitan
2013,Elan
2013,Eli
2013,Jackson
2013,Archer
2012,CAROLINA
2014,Roberto
2013,Elise
2013,Antonio
2012,ADITYA
2013,Elias
2014,Kingsley
2012,ALEX
2014,Luna
2014,Landon
2012,AYA
2014,Edward
2012,DERRICK
2013,Eliezer
2012,ANDERSON
2013,Elijah
2014,Yidel
2013,Elimelech
2012,OUMOU
2013,Eliyahu
2013,Elliot
2013,Elliott
2012,MORDECHAI
2012,HUGO
2012,ELLIOT
2014,Ashton
2013,Emmanuel
2012,ADDISON
2014,Batsheva
2013,Emmett
2012,VALERIE
2013,Eric
2014,Andres
2013,Ivy
2014,Daniella
2013,Ethan
2014,Pedro
2012,STEVE
2013,Mindy
2013,Amy
2013,Evan
2013,Isaiah
2013,Gabriel
2013,Everett
2013,Ezra
2013,Felix
2014,Reizy
2013,Filip
2014,Luke
2012,BRIANNA
2013,Laura
2014,Sofia
2012,YARETZI
2012,BRANDON
2013,Haley
2013,Damian
2012,EZEQUIEL
2013,Maya
2013,Finn
2013,Francesco
2013,Francis
2013,Shane
2013,Kate
2012,MAX
2014,Leibish
2013,Frank
2013,Frederick
2012,YITZCHOK
2013,Gabriel
2013,Gavin
2013,Gavriel
2013,Marc
2014,Addison
2012,PESSY
2014,Mariama
2013,Brandon
2012,REBECCA
2012,ETHAN
2013,George
2013,Giancarlo
2012,KIARA
2013,Angel
2013,Gianluca
2012,MIA
2013,Giovanni
2013,Suri
2013,Kaitlyn
2012,CAMILA
2013,Nadia
2012,MAURICIO
2013,Graham
2013,Grant
2013,Celine
2014,Karter
2013,Grayson
2013,Olive
2013,Eric
2012,LESLY
2012,MIAH
2013,Gregory
2013,Finn
2013,Devin
2014,Tziporah
2013,Greyson
2013,Griffin
2013,Vihaan
2013,Hamza
2014,Eva
2013,Harrison
2014,Steven
2014,Nashla
2014,Eric
2014,Avital
2013,Harry
2013,Henry
2014,Ayden
2014,Marco
2013,Hersh
2012,ABDUL
2013,Claire
2013,Hershel
2012,LESLIE
2013,Ezra
2014,Jayson
2012,ANAIS
2014,Sarah
2013,Talia
2013,Hershy
2013,Alan
2012,LINDA
2013,Malcolm
2013,Hillel
2014,Abraham
2013,Giovanni
2013,Jessie
2012,AICHA
2014,Khalil
2013,Hudson
2014,Wesley
2013,Ariana
2014,Yandel
2013,Bria
2012,JAYLEEN
2013,Anaya
2013,Hugo
2013,Hunter
2014,Ibrahim
2014,Ariana
2014,Paige
2014,Gabriel
2014,Gianna
2014,Yasmina
2014,Angelina
2012,JALEN
2014,Bridget
2014,Faith
2013,Miles
2013,Fernando
2014,Kelsey
2013,Fatima
2014,Linda
2014,Melina
2013,Ian
2013,Ibrahim
2013,Brianna
2014,Alex
2013,Ilan
2013,Isaac
2013,Hailey
2013,Esther
2013,Isaiah
2013,Daisy
2013,Israel
2013,Ivan
2012,SHLOMA
2013,Jace
2013,Jack
2014,Damien
2013,Jackson
2013,Jacob
2013,Simone
2012,GIANNA
2014,Chanel
2013,Jake
2013,Grace
2013,James
2013,Jason
2013,Cora
2013,Aria
2013,William
2012,YUSUF
2013,Emanuel
2013,Aidan
2014,Omari
2013,Jasper
2013,Jax
2012,HADLEY
2013,Matias
2013,Amy
2014,Arianna
2014,Hassan
2012,APRIL
2013,Jaxon
2014,Boruch
2013,Jayden
2014,Alexander
2013,Jeremy
2014,Frances
2014,Malak
2013,Emily
2014,Nathaniel
2014,Brian
2013,Victor
2013,Jesse
2012,KHLOE
2014,Santino
2013,Joaquin
2013,Leyla
2012,PRINCESS
2012,NAOMI
2013,Albert
2012,BRADY
2013,Joel
2014,Gregory
2012,MARCO
2014,Eve
2012,MARCUS
2013,Jaycob
2013,Miriam
2014,Kiara
2013,John
2014,Ava
2012,WILSON
2013,Jonah
2014,Caleb
2014,Leora
2013,Jonathan
2013,Julius
2012,EVANGELINE
2013,Jordan
2014,Jasper
2014,Lillian
2013,Joseph
2013,Anthony
2014,Suri
2012,AMELIA
2012,ARIEL
2014,Serena
2013,Joshua
2013,Judah
2014,Amaya
2012,ALEJANDRA
2012,RUTH
2013,Amiyah
2013,Miley
2013,Danielle
2013,Jude
2014,Berish
2013,Julian
2013,Annabella
2013,Julien
2013,Justin
2012,CATHERINE
2013,Kai
2014,Max
2013,Kevin
2013,Abdullah
2013,Willa
2013,Kieran
2012,ALDO
2012,ISABELLA
2012,ROSIE
2013,Lola
2013,Kyle
2012,AALIYAH
2013,Laith
2013,Landon
2013,Lazer
2013,Leo
2013,Fiona
2012,HAZEL
2013,Leon
2012,ELLIOTT
2013,Leonard
2012,JUDY
2012,AHRON
2014,Skylah
2014,Eitan
2014,Cindy
2013,Lev
2012,ALYSSA
2012,JEFFREY
2014,Catherine
2013,Amelie
2012,MICHELLE
2013,Leonardo
2013,Lev
2012,ELLIE
2012,JOANNA
2014,Esme
2013,Levi
2012,ERIN
2012,MARK
2013,Elizabeth
2013,Liam
2013,Lincoln
2014,Armani
2013,Natalia
2012,KATIE
2013,Tiffany
2013,Moises
2012,TIMOTHY
2012,ANNIE
2013,Angel
2014,Sincere
2012,LIVIA
2013,Lipa
2012,YEHOSHUA
2012,SKYE
2013,Christopher
2013,Ashley
2014,Jayda
2012,ABDIEL
2014,Dylan
2013,Logan
2013,Lorenzo
2013,Louis
2014,Justice
2013,Luca
2013,Lucas
2014,Luciana
2013,Kylie
2013,Lucien
2014,Skylar
2013,Luka
2012,MEGAN
2013,Lukas
2012,SAMANTHA
2013,Anthony
2013,Luke
2013,Marc
2013,Marco
2013,Luke
2014,Sophia
2012,EVA
2014,Avery
2013,Eloise
2013,Marcus
2013,Mark
2013,Cataleya
2013,Valery
2014,Angeline
2013,Martin
2012,AHUVA
2013,Dovid
2013,Damian
2012,MICHELLE
